major,contig,power,maxdem,mindem,years,class
0,0,0.0279753,10,-9,19,0
0,0,0.807732582,10,-9,20,0
0,0,0.150047496,9,-7,7,0
1,0,0.038324099,-7,-8,28,0
0,0,0.521172583,4,-7,9,0
1,1,0.136954799,10,10,28,1
0,1,0.088709697,10,-6,2,1
1,1,0.096138701,-3,-8,2,1
0,0,0.915052772,-3,-8,2,1
0,0,0.436062604,-5,-7,7,0
0,0,0.088960603,-7,-7,14,0
1,1,0.851288319,-7,-8,0,1
1,1,0.0064722,-7,-8,25,1
0,1,0.153449893,10,10,28,0
0,0,0.841698885,-7,-7,13,0
0,0,0.342058897,10,-7,28,0
0,0,0.247319102,10,-2,9,0
0,0,0.63418287,-2,-4,9,0
0,0,0.0088853,10,-8,8,0
0,0,0.958715618,4,-9,9,0
0,0,0.203703806,10,-6,9,0
0,1,0.585517883,-7,-10,0,1
0,1,0.303030312,8,-7,12,1
0,0,0.420294613,-7,-8,28,0
0,0,0.027414599,10,-10,3,0
0,0,0.972307682,5,-6,14,0
0,0,0.247549102,-8,-9,3,0
0,0,0.747841775,-3,-9,20,1
0,0,0.718638122,-7,-9,28,0
0,1,0.2656416,9,5,5,1
0,0,0.964006305,-7,-9,0,1
0,1,0.907086611,-4,-7,14,1
0,0,0.661716223,-7,-7,17,0
1,0,0.173519596,-7,-8,25,0
0,0,0.071388498,-7,-7,14,0
0,0,0.67059958,10,-9,14,0
0,0,0.684553921,10,-9,28,0
0,0,0.180250302,9,-1,26,0
1,0,0.038496599,9,-7,0,1
0,0,0.936415076,1,-7,25,0
0,0,0.706586778,10,-9,12,0
0,0,0.750885487,-7,-9,14,0
0,0,0.758333325,10,-9,16,0
1,0,0.0418614,10,8,28,0
0,0,0.504854321,-7,-7,3,0
0,0,0.168116003,9,-8,4,0
0,0,0.909896612,-7,-9,10,0
0,0,0.026120299,9,-7,27,0
0,0,0.207413897,9,-10,28,0
0,0,0.145202503,-7,-7,12,0
0,0,0.304643303,5,-8,17,0
0,0,0.461501986,9,-6,28,0
0,1,0.67672962,-3,-8,28,0
0,0,0.295082003,-4,-9,14,0
0,0,0.484848499,-9,-10,10,0
0,1,0.847631216,-7,-7,0,1
0,0,0.440506309,-9,-10,3,0
0,0,0.071447,-7,-9,14,0
0,0,0.065442704,10,10,28,0
0,0,0.127027005,-3,-4,20,0
0,0,0.0914286,5,-10,6,0
0,0,0.069279298,10,6,12,0
0,1,0.092436999,10,4,4,1
0,0,0.0155197,10,-3,14,0
0,1,0.039575301,10,9,6,1
0,1,0.745518804,10,-7,19,0
1,1,0.0285336,10,-7,2,1
1,0,0.045204598,10,-7,12,1
0,1,0.5280267,10,10,28,0
1,1,0.138821602,10,8,28,0
0,0,0.076016299,-7,-8,28,0
1,1,0.578922987,7,-8,1,1
1,1,0.029337,10,-7,0,1
0,0,0.0197515,9,-7,5,0
0,0,0.714985371,10,-10,29,0
0,1,0.968342721,-7,-10,1,1
0,1,0.297918886,-7,-8,1,1
0,0,0.329317212,-7,-7,15,0
0,0,0.363780707,10,-6,27,0
0,1,0.537987709,9,-7,0,1
0,0,0.469135791,9,-7,7,0
0,1,0.782103419,9,-9,0,1
0,0,0.127365097,10,-5,29,0
0,1,0.332724005,-7,-7,0,1
0,0,0.565701008,4,-7,29,1
1,0,0.002448,10,10,1,1
0,1,0.0080223,1,-4,9,1
0,0,0.673170686,-8,-8,14,0
0,0,0.431838393,8,1,26,0
0,0,0.1373097,9,-7,15,0
0,0,0.114124998,10,-4,15,0
0,0,0.765603304,-8,-9,15,0
0,1,0.3028889,8,-9,25,0
1,0,0.048900701,3,-7,12,0
0,0,0.4473373,10,-7,13,0
0,0,0.960192978,10,5,18,0
0,0,0.324949503,-6,-9,13,0
0,0,0.157744601,8,-7,15,0
0,0,0.086736999,-7,-7,3,0
1,0,0.0243269,10,-9,1,0
1,0,0.132600099,10,8,29,0
1,0,0.112484798,10,-8,21,0
1,1,0.507104397,10,-7,5,1
0,1,0.179610103,-7,-7,23,1
1,0,0.038461599,10,-3,2,1
0,0,0.293212712,10,-7,14,0
0,0,0.087577298,-9,-10,4,0
0,0,0.213592201,10,-8,29,0
0,1,0.263948888,3,-7,4,1
0,0,0.816595674,-7,-9,15,0
0,0,0.278868914,10,1,26,0
0,0,0.948930621,10,-7,26,0
0,0,0.507760525,10,-9,29,0
0,0,0.145214602,1,-7,9,0
0,1,0.078431398,-7,-9,13,1
0,0,0.215784803,10,-10,20,0
0,1,0.746587515,1,-9,0,1
0,0,0.865435421,10,-7,12,0
0,0,0.593496025,-5,-10,29,0
0,1,0.940322995,-9,-9,11,1
1,0,0.003458,10,-4,15,0
0,0,0.756363571,4,-7,10,0
0,0,0.515347421,8,-1,27,0
0,0,0.0459291,10,-2,10,0
0,0,0.023259001,10,-9,15,0
1,0,0.598007798,8,-6,29,0
0,0,0.476142406,10,-7,14,0
0,0,0.492753595,-7,-9,8,0
0,0,0.786567271,-7,-9,15,0
0,0,0.740853012,10,8,29,0
1,0,0.033987299,8,-7,29,0
1,0,0.0031134,-7,-8,13,0
0,0,0.190946102,3,-9,15,0
0,0,0.552320123,-7,-9,29,0
0,0,0.416456699,-7,-7,14,0
0,1,0.52377522,9,8,0,1
0,1,0.839694619,-7,-7,7,1
1,1,0.143959999,10,10,0,1
0,0,0.040479299,10,-7,13,0
0,0,0.068111397,10,-2,10,0
1,1,0.166902304,-7,-8,21,1
0,0,0.103644602,6,-7,15,0
0,1,0.397713214,10,10,29,0
0,1,0.918238997,-7,-7,1,1
0,0,0.077367201,6,-9,11,0
0,0,0.395147294,8,-7,29,0
0,0,0.192803994,8,-9,21,0
0,0,0.437759995,4,-7,10,0
0,1,0.84588021,3,-6,15,1
1,0,0.036694899,9,-7,0,0
0,1,0.118294403,10,4,0,1
0,0,0.730923772,-7,-9,11,0
0,0,0.0162021,10,-7,9,0
0,0,0.161100104,-2,-7,10,0
0,0,0.442270011,5,-6,15,0
0,0,0.184455201,-7,-7,15,0
1,1,0.488180012,10,-7,0,1
0,0,0.944481015,-7,-7,4,0
0,0,0.100769803,9,-7,8,0
0,0,0.553931177,-7,-9,30,0
0,0,0.058092199,-6,-7,30,0
0,1,0.998505175,-1,-1,6,1
0,1,0.930994213,-7,-7,30,1
0,1,0.748654425,1,-9,0,1
0,0,0.25515461,-8,-8,1,0
0,1,0.454959005,-7,-7,16,1
0,1,0.531022072,9,8,0,1
0,0,0.367346913,-8,-10,5,0
0,0,0.51666671,-7,-8,19,0
0,0,0.248855606,10,-5,30,0
0,0,0.546052694,-7,-7,16,0
0,0,0.059601899,-7,-10,9,1
1,0,0.031610601,8,-7,16,1
0,0,0.952381015,-7,-9,12,0
0,1,0.231717303,-7,-7,0,1
1,0,0.39429611,10,-9,27,1
0,0,0.643536091,10,-8,1,0
0,1,0.917936087,-7,-9,18,1
0,0,0.111225501,8,-7,5,0
0,0,0.598261714,10,-7,22,0
0,0,0.120069697,9,7,14,0
0,0,0.573233426,-7,-7,30,0
0,0,0.094548799,10,-9,24,0
0,0,0.987709522,9,8,28,1
0,1,0.117962502,10,4,0,1
0,0,0.156171307,-7,-7,16,0
0,0,0.092888199,10,10,30,0
0,0,0.0157698,-7,-10,2,0
0,0,0.025828701,9,-9,6,0
0,0,0.7578125,-6,-9,16,0
1,0,0.003258,10,-7,30,1
0,0,0.978723407,8,-7,13,0
0,1,0.176750496,7,-7,4,1
0,1,0.171008706,-7,-9,23,1
1,0,0.040552702,10,9,28,1
0,0,0.146640405,-1,-7,30,0
0,0,0.0080076,10,-7,14,0
0,0,0.466737002,-7,-7,16,0
1,1,0.029629201,10,-7,0,1
0,0,0.362697005,9,4,11,0
0,1,0.3675327,-7,-7,0,1
0,0,0.261904687,10,-8,5,0
0,0,0.147827402,-9,-9,30,0
0,0,0.053950001,-4,-8,1,0
0,0,0.375512213,9,-7,14,1
0,0,0.165557101,9,-7,9,0
0,0,0.104323298,10,-9,30,0
0,0,0.0161188,-4,-7,16,0
0,0,0.992236018,10,-9,12,0
0,0,0.0070634,-10,-10,8,0
0,0,0.376424789,10,-8,1,0
0,0,0.0113903,10,-7,14,0
0,0,0.075407103,1,-7,27,0
0,0,0.398460388,10,-7,21,0
1,1,0.161962897,1,-8,4,1
1,0,0.120854601,10,-7,14,0
0,0,0.007164,10,-9,11,0
0,0,0.915559828,10,4,30,0
0,0,0.0024059,-4,-7,1,0
0,0,0.3340123,-6,-9,16,0
1,0,0.193735704,10,-9,5,1
0,0,0.080799699,-7,-9,16,0
0,0,0.154625103,8,-7,14,0
0,1,0.043174598,9,1,5,1
0,1,0.540664911,9,9,28,1
0,0,0.098520003,10,-7,16,0
0,1,0.085679702,10,10,21,0
0,0,0.240374103,-7,-9,13,0
0,0,0.502883613,10,10,14,0
0,0,0.1142857,10,-7,10,0
0,0,0.007141,-4,-9,1,0
0,1,0.322259098,-8,-9,16,1
0,1,0.998894989,9,-10,2,1
0,0,0.025662299,1,-7,16,0
0,0,0.711236775,-7,-9,27,0
0,0,0.038502701,9,8,8,0
0,1,0.912258923,-7,-7,0,1
0,0,0.023316501,10,-7,17,0
0,0,0.936663628,-8,-9,17,0
0,0,0.079473101,10,-7,21,0
0,0,0.537723482,4,-9,17,1
0,0,0.409041196,-7,-10,31,0
0,0,0.264357299,-7,-10,17,0
0,0,0.427113891,10,4,31,0
0,0,0.893203974,-6,-6,17,0
0,0,0.093312599,10,-8,31,0
0,1,0.341872811,-7,-7,0,1
0,1,0.86860472,-7,-7,1,1
0,1,0.327138692,10,1,10,1
0,0,0.106801897,10,-6,31,0
0,0,0.80533129,-7,-9,31,1
0,1,0.553562224,9,-6,0,1
0,0,0.1048069,-3,-7,31,0
0,0,0.745614111,-7,-7,3,0
0,0,0.218694702,-4,-9,15,0
0,0,0.157511801,-7,-9,15,0
0,0,0.0154934,10,10,12,0
0,1,0.609448791,-7,-7,9,1
0,0,0.519810975,-7,-7,21,0
0,0,0.380680203,-7,-10,16,0
0,0,0.934733272,10,-7,31,0
1,1,0.927276075,10,-7,3,1
0,1,0.652719617,9,-7,24,0
0,1,0.554129183,-7,-9,8,1
0,1,0.736136615,-7,-9,21,1
1,1,0.815065682,-7,-7,2,1
0,0,0.203000903,-6,-7,17,0
0,0,0.870712399,10,4,12,0
0,0,0.235439897,-7,-9,17,0
0,0,0.059746899,-7,-7,11,0
0,0,0.0218606,10,-7,11,0
0,0,0.0255138,9,-7,9,0
0,0,0.118593,-5,-7,11,0
1,0,0.040838201,10,-3,1,1
0,1,0.92526561,-7,-7,0,1
0,0,0.0112915,10,9,9,0
0,0,0.922330022,-6,-10,16,0
0,0,0.020381,10,-6,16,0
0,1,0.314851493,-7,-7,11,1
0,0,0.044699699,10,-7,2,0
0,0,0.784583628,-6,-7,14,0
0,0,0.166165501,-7,-7,17,0
0,1,0.951508582,-7,-7,14,1
0,0,0.0848253,-6,-10,16,0
0,0,0.345724195,-7,-7,20,0
0,0,0.255296588,10,-7,17,0
0,1,0.619545102,-7,-7,23,1
0,0,0.43997559,10,-1,31,0
0,1,0.787368417,10,-8,19,1
1,0,0.024389001,10,-7,31,0
0,0,0.226290494,10,-9,17,0
0,1,0.403387189,-7,-7,0,1
0,0,0.071476698,-7,-7,17,0
0,0,0.261086196,10,-7,17,0
0,0,0.0138338,1,-7,11,0
0,0,0.0455033,-1,-7,31,0
0,0,0.838881314,10,10,31,0
0,0,0.178107604,10,-8,22,0
0,0,0.422119886,4,-7,12,0
1,1,0.033816099,10,-7,0,1
1,1,0.481735289,10,-7,0,1
0,0,0.092071697,-4,-7,2,0
0,0,0.0361077,9,-7,11,0
0,0,0.030328,8,-7,2,0
0,0,0.392823488,10,-7,15,0
0,1,0.76096952,1,-9,0,1
0,0,0.210218996,9,-8,9,0
0,1,0.864832222,-7,-7,1,1
1,0,0.0098038,-7,-9,17,0
0,1,0.099889003,10,4,0,1
1,0,0.069835097,-7,-9,8,1
0,0,0.672746301,10,9,29,0
0,0,0.694441795,4,-7,31,0
0,0,0.0853462,-6,-7,31,0
0,0,0.474758297,-7,-8,2,0
0,1,0.220123202,-6,-7,1,1
0,0,0.029107099,-7,-7,15,0
0,0,0.343450397,10,-7,17,0
0,0,0.074189797,-9,-9,17,0
0,0,0.563755393,-5,-9,21,0
0,1,0.946992397,-7,-10,30,0
0,0,0.067354098,-3,-4,31,0
0,0,0.011274,-7,-7,3,0
0,1,0.496683508,-5,-7,21,1
0,0,0.034779701,10,-7,15,0
0,1,0.804494381,-3,-6,6,0
0,0,0.302387208,10,-7,17,0
0,0,0.701937914,-6,-7,31,0
0,1,0.425287396,-9,-9,5,1
0,0,0.0146449,10,-9,31,0
0,0,0.045685999,10,8,15,0
0,0,0.180683702,4,-9,2,1
0,0,0.273873091,10,9,25,0
0,0,0.068255298,-4,-7,6,0
0,1,0.854433894,-7,-7,0,1
0,0,0.490449011,9,-7,17,0
0,0,0.035640001,8,-7,12,0
1,0,0.0033425,-7,-8,32,0
0,0,0.176326498,-9,-9,22,0
0,0,0.070139602,10,0,12,0
0,0,0.558684587,-7,-7,15,0
0,0,0.265530795,-7,-9,26,0
1,1,0.110360697,-7,-10,14,1
1,1,0.173141494,-7,-7,2,1
0,0,0.066629604,5,-7,12,0
0,0,0.084804699,-7,-8,29,0
0,1,0.554135203,-7,-9,0,1
1,1,0.92540288,10,-7,0,1
0,0,0.1935004,-6,-7,15,1
0,0,0.447442502,9,-9,32,0
0,0,0.350997597,-5,-5,22,0
0,0,0.137621194,8,-7,31,0
0,0,0.0070792,10,-9,24,0
0,0,0.749870896,8,-7,32,0
0,0,0.433134109,-7,-7,31,0
0,0,0.972478509,10,-7,29,0
1,1,0.472684592,10,-7,0,1
1,1,0.618985116,10,-7,19,1
1,0,0.848074198,10,-4,32,0
0,0,0.492811203,10,10,32,0
0,0,0.635024488,-7,-9,31,0
0,0,0.646553516,9,-7,29,0
0,0,0.0107764,-5,-7,3,0
0,0,0.072621502,10,-9,14,0
0,0,0.076800801,8,-7,18,0
1,0,0.0263169,10,5,18,0
0,0,0.078151204,-7,-9,4,0
0,0,0.023868199,10,-8,7,0
0,0,0.978723407,6,-9,22,0
0,1,0.216515198,2,-7,1,1
0,1,0.693422616,-6,-7,5,1
0,0,0.238863006,-5,-7,32,0
0,0,0.787564814,10,10,32,0
0,1,0.212859899,-6,-7,0,1
1,1,0.123569399,1,-7,10,1
0,0,0.694697976,10,9,32,0
0,0,0.106097497,10,-7,29,0
0,0,0.522043884,10,-9,30,0
0,1,0.794238687,10,-8,0,1
0,0,0.467554986,-5,-7,0,1
1,0,0.054433201,10,10,32,0
0,1,0.538862586,9,8,1,1
0,0,0.615740776,-3,-10,32,0
0,0,0.137226194,10,-9,12,0
1,0,0.067051597,8,-7,0,1
1,1,0.018566299,10,-7,8,1
0,0,0.813559294,-7,-8,32,0
0,0,0.164926097,10,-7,18,0
0,1,0.813328028,-7,-7,5,0
0,0,0.214124307,9,-7,18,0
0,0,0.585702717,5,-10,17,0
0,1,0.448455215,-7,-7,15,1
0,0,0.594694078,9,-7,3,0
0,0,0.167087302,8,5,18,0
0,0,0.831603229,-7,-10,17,0
0,0,0.639986575,-7,-7,32,0
0,1,0.037383199,10,-6,18,1
0,1,0.101365902,10,-7,26,1
0,0,0.263543189,-7,-8,32,0
0,0,0.121905603,2,-8,32,0
0,0,0.249238402,9,-7,18,0
0,0,0.075820997,10,-7,32,0
0,0,0.935800374,8,-9,32,0
0,0,0.054705899,8,-7,4,0
0,0,0.179599404,4,-9,0,1
0,1,0.342465788,-7,-7,0,1
0,0,0.0267433,4,-7,4,0
0,0,0.034066901,9,-7,17,0
0,0,0.280405402,-2,-9,13,0
0,0,0.0098953,-7,-7,12,0
0,0,0.807511687,-7,-9,18,0
1,0,0.0088159,8,0,12,0
0,0,0.072477899,-7,-10,7,0
0,0,0.235294104,10,-5,3,0
0,0,0.116428301,-7,-9,24,0
0,0,0.674398422,10,9,32,0
0,0,0.361423314,10,4,13,0
0,0,0.0035982,8,-7,4,0
0,1,0.101952299,10,4,0,1
0,0,0.073534302,-9,-10,7,0
0,1,0.95831269,9,-9,0,1
0,0,0.0084609,10,-3,12,0
0,0,0.619631886,-7,-7,17,0
0,0,0.233582497,4,-9,13,0
0,0,0.048061501,-4,-7,18,0
0,0,0.139424801,-7,-10,16,0
0,0,0.467289686,10,-6,18,0
0,0,0.149702698,-5,-7,16,0
0,1,0.728303075,2,-9,0,1
0,0,0.543407619,7,-9,17,0
0,0,0.37087211,-6,-8,16,0
0,0,0.716981173,-6,-10,19,0
0,0,0.328090012,10,-1,33,0
0,0,0.83311522,10,9,33,0
0,1,0.979071319,-7,-7,6,1
0,0,0.0072823,10,8,17,0
0,1,0.930445075,-5,-9,3,1
0,0,0.218207106,-7,-7,12,0
0,0,0.234843403,-2,-9,19,0
0,0,0.400000006,-5,-10,8,0
1,0,0.020722199,10,-7,5,1
0,0,0.092279203,-7,-7,17,0
0,0,0.625275314,-7,-9,15,0
0,0,0.207573697,10,-7,19,0
1,1,0.0088528,-7,-7,14,1
0,0,0.96143961,10,2,30,0
0,0,0.291222304,10,-9,33,0
0,0,0.158432707,-9,-9,21,0
0,0,0.449382693,-7,-8,8,0
0,0,0.041396499,2,-7,19,0
0,0,0.923288524,8,-9,33,0
0,0,0.186153904,6,-6,22,0
0,0,0.825316429,-6,-7,19,0
0,1,0.836838126,2,-6,1,1
0,0,0.283445805,-4,-9,33,0
0,1,0.491500586,9,-6,1,1
0,0,0.627272725,-5,-7,23,0
0,0,0.722381592,9,5,22,0
0,0,0.132943705,10,-8,8,0
0,0,0.029115699,10,-7,19,0
0,1,0.377339989,9,-5,3,1
0,0,0.860606074,9,-7,5,0
0,0,0.226136297,-7,-7,17,0
1,1,0.927509427,10,-7,0,1
0,0,0.925350785,10,-7,24,0
0,0,0.949170709,6,-7,26,0
0,0,0.454212397,10,-7,4,0
1,1,0.157280996,10,10,3,1
0,1,0.964490712,9,-9,0,1
0,1,0.754156172,-7,-7,1,1
0,0,0.099885903,10,-8,19,0
1,0,0.0116034,-4,-7,33,0
1,1,0.594213784,8,-7,3,1
0,0,0.58951962,-7,-7,30,0
1,0,0.0026609,-6,-7,33,0
0,0,0.873888016,-7,-10,33,0
0,0,0.673333287,0,-7,13,0
0,0,0.887085676,9,-7,30,0
0,1,0.529901981,-7,-9,30,0
1,0,0.0012869,10,-9,19,0
0,0,0.327596188,6,-9,22,0
0,0,0.530683994,-7,-7,33,0
1,0,0.094884999,8,-7,18,0
0,0,0.2983751,0,-6,13,0
1,1,0.0014864,-7,-8,8,0
0,0,0.040213101,10,10,24,0
0,1,0.318116993,-6,-7,0,1
0,0,0.190164804,10,-9,33,0
0,0,0.071662903,9,8,17,0
0,0,0.448598087,5,-9,19,0
0,0,0.297385603,-2,-8,8,0
0,0,0.713364005,10,-9,33,0
0,0,0.795241117,10,-6,16,0
0,1,0.583456218,5,-9,10,1
0,0,0.1705883,10,6,13,0
0,0,0.362132907,10,10,24,0
0,0,0.324132115,-7,-7,18,0
1,0,0.1217914,10,-7,8,0
0,0,0.237885505,8,-6,19,0
0,0,0.488000005,10,9,9,0
0,0,0.0076855,-7,-10,11,0
0,0,0.576601624,-5,-9,23,0
0,0,0.428734303,-7,-9,19,0
0,0,0.0336449,10,9,33,0
0,0,0.018942401,7,-7,13,0
0,1,0.307565093,-7,-7,4,1
1,0,0.0144687,10,9,7,1
0,0,0.863946378,4,-5,34,0
0,1,0.585496783,-7,-9,2,1
0,1,0.180097595,-6,-10,9,1
0,0,0.010512,9,-7,14,0
0,0,0.179450005,10,-7,14,0
0,0,0.166748405,9,-7,20,0
0,0,0.496984392,9,-7,34,0
1,1,0.341142505,10,-7,15,1
0,0,0.058989201,10,-7,18,0
0,0,0.925413013,9,-5,24,0
0,0,0.261875302,10,6,34,0
0,0,0.575731993,10,10,34,0
0,0,0.035335701,9,-7,10,0
0,0,0.0551356,-7,-9,14,0
0,1,0.204050407,2,-7,0,1
1,1,0.928479373,10,-7,0,1
0,0,0.314375997,9,-7,18,0
1,1,0.0202564,10,-7,1,1
0,1,0.448663503,-9,-10,8,1
0,0,0.397394091,10,-7,14,0
0,0,0.616472125,10,5,23,0
1,0,0.074608304,10,-7,34,1
0,0,0.076501399,-7,-9,20,0
0,0,0.453333408,-7,-7,20,0
0,0,0.755281687,10,-7,34,0
0,0,0.089108899,-5,-5,5,0
1,0,0.0088258,-7,-7,9,0
0,0,0.482818007,10,-3,34,0
1,0,0.0052079,10,8,14,0
1,1,0.829310477,-7,-7,0,1
0,0,0.054323699,10,-9,34,0
0,0,0.554101288,10,-5,24,0
1,0,0.063110404,-5,-7,27,1
0,0,0.639754474,4,-7,34,0
0,0,0.665534914,10,-7,20,0
0,1,0.1155283,-5,-7,20,1
0,0,0.0243685,10,-7,20,0
0,0,0.832211077,9,-9,32,0
0,1,0.177358702,8,-4,3,1
0,0,0.742924571,-8,-9,13,0
0,0,0.588644326,-6,-7,20,0
0,0,0.78705281,-7,-9,20,0
0,0,0.902887106,-7,-7,19,0
0,0,0.833898306,-1,-7,18,0
0,0,0.007601,10,10,34,0
0,0,0.0304632,10,7,34,0
0,0,0.573906183,10,-7,34,0
0,1,0.29622069,-7,-7,0,1
0,1,0.940592229,-5,-9,0,1
0,0,0.285625905,-5,-7,24,0
0,0,0.207398802,-9,-10,20,0
0,1,0.869033873,-7,-7,26,1
0,1,0.544021606,-7,-9,0,1
0,1,0.82382381,2,-8,0,1
0,0,0.1586207,10,9,20,0
0,0,0.749395072,10,-9,34,0
0,1,0.348286211,-5,-7,0,1
1,1,0.048594002,10,-7,15,0
0,0,0.301359206,-9,-9,20,0
1,0,0.201094404,10,-7,34,1
0,0,0.79448998,9,-7,24,0
0,1,0.501028121,-9,-9,2,1
0,0,0.749989688,-7,-8,26,0
0,1,0.382298201,9,-5,0,1
0,0,0.802216828,10,-2,15,0
0,0,0.529914498,-7,-7,14,0
0,1,0.182044894,-8,-9,2,1
1,0,0.141277894,10,-7,34,1
0,0,0.759731114,10,-7,34,0
0,0,0.975549698,-5,-7,2,1
0,0,0.985892475,10,9,34,0
0,1,0.603767514,5,-9,0,1
0,0,0.38243559,7,-7,9,0
0,0,0.158645302,-9,-9,20,0
1,0,0.251201689,10,-7,9,1
0,0,0.031860601,10,-9,20,0
0,0,0.803536415,-6,-10,9,1
0,0,0.513325214,-4,-10,34,0
0,0,0.954971313,10,-7,28,0
0,0,0.100639798,-9,-10,9,0
0,0,0.158960894,10,2,28,0
0,0,0.052724101,8,7,18,0
0,0,0.351507187,9,-4,8,0
0,0,0.145141706,-7,-8,34,0
0,0,0.429101288,-5,-7,34,0
0,0,0.323195696,8,-9,20,0
0,1,0.997578681,9,-9,0,1
0,1,0.307544112,8,-7,8,1
1,1,0.188914999,-7,-7,1,1
0,0,0.115455903,10,-8,29,0
0,0,0.377709001,9,-6,11,0
0,0,0.546448112,8,-6,19,0
0,0,0.460063308,-7,-7,35,0
0,0,0.575766087,5,-4,9,0
0,0,0.016064299,9,-9,13,0
0,0,0.283707887,10,-9,21,0
1,0,0.477209091,8,4,35,0
1,0,0.121902801,10,-9,0,1
0,1,0.102152199,-5,-7,0,1
0,0,0.566666722,10,-10,10,0
0,0,0.510835171,10,-7,10,0
0,0,0.090278499,-7,-9,21,0
0,0,0.111526601,-5,-8,14,0
0,0,0.309916288,10,-8,33,0
0,0,0.777183712,10,-8,14,0
0,1,0.467343897,9,8,35,0
0,0,0.184012905,3,-10,19,0
0,0,0.88306272,-8,-10,35,0
0,0,0.446127415,-7,-9,21,0
0,0,0.304173797,-6,-7,21,0
0,1,0.178101197,8,-4,0,1
0,0,0.308080792,-7,-8,15,0
0,0,0.054028701,10,-7,35,0
0,0,0.624781787,-7,-9,21,0
0,0,0.256776094,10,-8,10,0
0,0,0.207313403,-7,-8,14,0
0,1,0.984034777,10,10,11,1
0,0,0.825989723,9,-9,7,1
0,1,0.524362981,8,-5,2,1
0,0,0.116447002,7,-9,21,0
1,0,0.077341303,-7,-10,35,0
0,1,0.505607784,9,7,2,1
0,0,0.115423299,10,7,29,0
0,0,0.305084705,10,-9,17,0
0,0,0.325438589,10,-9,23,0
0,1,0.962891877,-7,-7,1,1
0,0,0.876404524,8,-7,19,0
0,0,0.073968597,-7,-10,21,0
0,1,0.338730693,-9,-10,10,0
0,0,0.078480698,-8,-9,14,0
0,0,0.428571492,-7,-7,19,0
0,0,0.5527426,3,-6,19,0
0,1,0.169589803,7,-8,21,1
0,1,0.633703411,9,-10,4,1
1,1,0.046431199,10,-7,16,1
0,0,0.108938202,-6,-7,21,0
1,0,0.055122498,8,3,3,0
0,0,0.0426649,-7,-7,21,0
0,0,0.107863799,9,-7,21,0
0,0,0.345929295,9,-3,33,0
1,1,0.041448001,10,-7,1,1
0,0,0.266375512,-7,-7,15,0
0,0,0.078231297,10,10,15,0
0,0,0.0263115,7,-7,7,0
0,0,0.0140239,10,-10,13,0
0,1,0.909333289,-8,-9,6,0
1,0,0.029161301,10,-7,35,0
1,1,0.908753812,10,-7,0,1
0,1,0.344895601,10,-9,27,0
0,0,0.710027099,10,-8,33,0
0,0,0.057847299,5,-7,15,0
1,0,0.0030223,-7,-10,10,0
0,0,0.638297796,10,9,35,0
0,0,0.709677517,-7,-10,7,0
0,1,0.757799089,1,-9,0,1
0,0,0.4770917,10,5,16,0
0,0,0.809099913,10,-8,6,0
0,0,0.332212806,10,-10,26,0
0,1,0.541139603,-7,-8,0,1
0,1,0.070234098,9,-7,4,1
0,0,0.088542297,-5,-8,35,0
0,0,0.065497003,-7,-9,21,0
0,0,0.75226289,-7,-8,27,0
0,0,0.550274312,-7,-7,29,0
0,0,0.522569418,10,-7,35,0
0,0,0.051632199,10,-10,22,0
0,0,0.562164307,7,-7,11,0
0,0,0.684994698,10,-7,36,0
0,0,0.793551683,10,9,36,0
0,0,0.976144373,5,-9,22,0
0,0,0.022094101,10,7,14,0
0,0,0.601373374,1,-9,33,1
0,0,0.518809378,8,-7,36,0
0,1,0.066811599,9,-7,0,1
0,0,0.932995796,8,-7,36,0
0,1,0.565097511,8,-5,0,1
1,0,0.01332,10,-7,0,1
0,1,0.016213501,4,-7,16,1
1,0,0.100320302,10,-8,36,0
1,0,0.0024142,10,-7,22,0
1,1,0.0415239,10,-7,0,1
0,0,0.123879798,9,-8,22,0
1,0,0.503867626,10,-8,5,1
0,0,0.851288795,-6,-7,7,0
0,0,0.099938497,-7,-8,22,0
0,0,0.916226387,-7,-7,22,0
1,1,0.918507099,10,-7,0,1
0,1,0.154466197,10,-7,30,1
0,1,0.719953716,-9,-9,5,1
1,0,0.0073751,10,-5,27,1
0,1,0.191096902,-6,-8,0,1
0,0,0.591953993,-7,-9,30,0
0,0,0.866485,10,-7,22,0
0,0,0.257901013,3,-7,20,0
0,0,0.026086001,10,-8,21,0
0,1,0.969622672,9,8,36,1
0,0,0.086263299,9,-5,36,0
0,1,0.983830094,9,-9,0,1
0,1,0.346608788,-7,-7,0,1
0,1,0.087912098,-3,-7,22,1
0,0,0.034200199,10,1,22,0
0,0,0.995692611,8,7,36,0
0,0,0.761813581,10,-7,9,0
0,1,0.356663495,-7,-7,4,1
1,1,0.187430903,-7,-7,0,1
1,0,0.0122102,-7,-8,26,0
0,0,0.617215395,10,-2,36,0
0,0,0.820809186,10,-2,17,0
0,1,0.807542682,2,-8,1,1
0,0,0.145238996,-7,-7,30,0
1,0,0.1117929,10,-9,0,1
0,0,0.0134757,-7,-7,16,0
0,0,0.201271206,10,-7,7,0
0,1,0.50493741,-9,-9,0,1
0,1,0.387772292,10,1,4,1
0,1,0.291685104,8,-7,0,1
0,0,0.130481705,-9,-9,34,0
0,0,0.0146272,10,-9,16,0
0,0,0.098433398,-3,-6,36,0
